>V$RUNX1	lnR0: 0.764
1.782558	0.4831363	0	0.932976
1.776575	0.2185916	0.2725063	0
3.602711	0	2.810826	1.220707
5.012075	10.29276	7.322127	0
11.28466	4.577948	0	5.586111
4.244281	3.189055	4.030984	0
11.36979	10.84983	0	7.599703
7.137134	5.373143	0	4.775815
6.860757	1.203569	1.867186	0
3.295886	0.9801032	3.456054	0
1.062488	2.182112	1.323573	0
>V$TFAP2A	lnR0: 0.764
0.702737	0	2.77546	0.9993003
5.446531	2.142279	0	6.955178
12.7733	0	5.193864	12.7733
12.7733	0	8.703486	4.713436
6.387095	0.3237867	1.63234	0
2.717927	0	0.7260286	3.105938
0	1.331859	2.011347	5.938518
2.88663	4.516067	0	12.7733
12.7733	7.302302	0	12.7733
7.656108	0	2.989798	8.191384
0	0.6917515	0.0007844676	0.4613601
>V$ARNT	lnR0: -2.156
2.268201	0	4.047448	4.567398
0	3.759667	2.769457	4.279618
4.869268	0	4.349318	4.869268
4.869268	4.349318	0	4.869268
4.349318	3.829367	3.829367	0
4.869268	4.349318	0	4.869268
>V$AHR::ARNT	lnR0: -2.156
1.569446	-0.1089761	1.46047	0
5.060027	4.540077	0	4.069817
5.060027	0	4.540077	4.069817
5.060027	4.540077	0	4.069817
4.598394	4.078443	4.078443	0
5.118345	4.598394	0	5.118345
>V$AR	lnR0: 4.268
1.021899	3.179871	0	2.934796
1.748926	6.879702	0	7.249137
9.170639	11.78958	0	9.52966
0	1.496699	2.148697	0.2186262
0	7.894051	8.473287	8.993237
9.208835	0	8.428425	9.938586
0	5.987734	2.318298	7.307136
3.11372	0	1.882712	1.297772
1.331695	0.6899869	0	1.470397
1.655565	2.71074	0	3.499141
6.156592	2.63484	7.535407	0
12.2256	9.40645	0	11.23539
6.843925	8.504055	10.80325	0
0	2.85055	1.829078	0.1260404
8.522318	0	10.973	8.354057
6.012774	0	8.918388	1.405748
1.849341	0	1.651485	0.7754518
>V$T	lnR0: 3.684
6.952998	4.881685	7.625616	0
1.601183	0	1.835837	4.706698
0	5.51129	0.896662	4.089607
12.7606	0	12.24065	11.19116
0	11.36675	4.286999	11.8867
5.018385	0	5.456396	4.154257
1.466544	0	1.39184	2.943714
3.345437	2.866897	4.361317	0
0	4.522521	2.530438	3.283242
2.94345	1.522366	0	1.504282
3.941414	5.690942	0	4.79274
12.60205	4.578855	8.312021	0
9.626754	12.77102	0	13.29097
3.529926	0.8115642	5.832923	0
4.716812	2.486866	0	2.58951
0	7.724623	4.648124	7.779684
>V$PAX5	lnR0: 5.436
0.8668027	0.53917	0	2.65374
0	1.853475	-0.02199276	0.06947421
1.335818	4.100659	0	5.862093
0.9695954	1.165909	0	1.514406
9.266369	1.409563	0	1.252838
4.682391	0	9.432268	3.089332
0	4.553541	2.639578	4.780928
2.305605	1.686471	0	3.932201
6.215851	0	3.865995	1.287298
1.77062	0	0.5046848	5.859479
0	5.337028	0.1279993	7.426424
0	4.333602	0.9973522	1.750376
9.837226	1.638306	0	8.26778
8.000582	0	5.331949	3.072028
1.279048	4.861496	0	5.031272
1.813318	3.149486	1.274934	0
2.050957	6.494757	0	7.014707
0	3.552001	0.8651283	3.384848
2.625451	0	4.637417	4.139945
>V$NR2F1	lnR0: 1.932
1.760646	0	1.786856	2.0288
0	1.561252	2.108777	1.880039
0	3.469595	-0.1444677	3.715649
0	12.405	0.6326489	12.92495
13.94516	8.519518	0	13.94516
13.94516	13.42521	0	13.94516
13.42521	12.90526	12.90526	0
13.94516	0	13.42521	13.94516
0	12.90526	6.445565	13.42521
0	0.216423	1.123992	1.160497
0.9602547	0.5616339	0	2.084854
0.7638209	0.6471639	0	1.192193
3.191282	3.625789	0	3.897016
>V$CREB1	lnR0: -0.988
3.289407	1.779246	1.779246	0
3.945515	2.435354	0	3.945515
0	3.029916	3.029916	3.549867
3.809358	0	1.719961	3.809358
2.955305	3.425565	0	3.945515
3.138892	0.6385212	2.618942	0
1.921135	0	1.980421	2.500371
0	2.618942	1.628731	1.569446
>V$DDIT3::CEBPA	lnR0: 1.348
0	0.3780618	-0.3155208	1.088772
0.838727	0.8980124	0	1.417963
0	1.70597	-0.2744502	2.225921
5.233659	3.723499	4.713709	0
5.75361	5.233659	0	4.7634
3.258411	0	5.037658	3.988162
0	3.723499	4.713709	5.233659
0	3.069057	3.648293	5.158454
5.037658	1.737836	4.517707	0
0.7804099	0	1.569446	2.668633
2.76083	0	1.25067	3.079607
5.228289	0	1.928467	2.257658
>V$E2F1	lnR0: 1.348
1.139044	1.744341	2.106884	0
1.387095	3.208274	2.115455	0
1.571723	3.525224	1.56424	0
4.495328	3.590616	0	9.229879
10.3164	4.801438	0	10.3164
9.658421	0	9.138471	8.088975
10.40239	8.892226	0	10.40239
8.062542	0	4.982935	9.631988
9.605056	0	3.584895	3.988162
0	1.074198	4.078443	2.108438
0	2.111364	2.564095	1.466976
0	2.491751	1.587403	1.155583
>V$NFIL3	lnR0: 0.764
3.489067	3.959327	3.959327	0
4.415775	3.895824	2.326378	0
0	3.959327	3.959327	3.489067
3.960841	0.3019982	3.44089	0
3.366279	4.415775	0	4.935725
4.540077	4.020126	4.020126	0
0	4.020126	4.020126	4.540077
0	3.959327	2.969117	4.479277
4.069817	0	1.25067	0.9309249
0	0.4109744	0	0.6714338
0.8659083	0.3459578	0.9251936	0
>V$EN1	lnR0: -0.988
1.962665	0	0.6112018	1.668125
3.857717	-0.2882644	7.426625	0
0	4.286526	4.755817	11.38529
0	6.054918	10.86534	11.38529
11.38529	10.86534	10.86534	0
5.584658	2.03379	3.588554	0
0	10.86534	5.959644	4.399078
1.330597	0.8231231	0	2.506252
>V$ELK1	lnR0: 0.18
0	3.497898	1.283751	2.972378
5.701734	0	4.904418	8.04017
7.442965	0	9.482671	11.43591
15.85168	10.91596	0	11.14335
13.55249	9.992206	0	6.464709
